"StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","Random.ID","A1_1","A2_1","A2_2","A2_3","A2_4","A2_5","A3_1","A3_2","A4_1","A5_1","A5_2","A5_3","A5_4","A5_5","A5_6","A5_7","A5_8","A5_9","A5_10","A5_11","A5_12","A5_13","A5_14","A5_15","A5_16","A5_17","A5_18","A5_19","A5_20","A5_21","A5_22","A5_23","A5_24","A5_25","A6_1","A6_2","A6_3","A6_4","A6_5","A6_6","A7_1","A7_2","A7_3","A7_4","A7_5","A7_6","A7_7","A7_8","A7_9","A7_10","A7_11","A7_12","A7_13","A7_14","A7_15","A7_16","A7_17","A7_18","A7_19","A7_20","A7_21","A7_22","A7_23","A7_24","A7_25","A7_26","A7_27","A8_1","A8_2","A8_3","A8_4","A8_5","A8_6","A8_7","A8_8","A9_1","A9_2","A9_3","A9_4","A9_5","A9_6","A9_7","A9_8","A9_9","A9_10","A9_11","A9_12","A9_13","A9_14","A9_15","A9_16","A9_17","A9_18","A9_19","A9_20","A9_21","A9_22","A9_23","A9_24","A9_25","A10_1","A10_2","A10_3","A11_1","A11_2","A12_3","A13_1","A13_2","A14_1","A14_2","A14_3","A14_4","A14_5","A15_1","A15_2","A16_1","A16_2","A17_1","A18_1","A19_1","A19_2","A19_3","A19_4","A20_1","A20_2","A20_3","A20_4","A20_5","A20_6","A21_1","A22_1","A22_2","A23_1","A24_1","A25_1","A25_2","A25_3","A26_1","A27_1","A27_2","A28_1","A28_2","A28_3","A28_4","A28_5","A28_6","A28_7","A28_8","A28_9","A28_10","A29_1","A29_2","A29_3"
"2021-06-24 15:32:18","2021-06-24 15:42:26","0","","100","607","1","2021-06-24 15:42:26","R_SCMLYBAaVYYO9up","","","","","","","anonymous","EN","3506","1","20","60","32","21","7","9","8","28","4","2","2","3","2","2","2","1","1","2","2","3","4","4","2","2","4","4","4","4","3","2","1","1","4","3","3","4","3","2","3","2","2","2","3","4","2","2","2","3","4","2","4","4","2","2","2","4","2","2","4","2","2","3","2","2","2","4","4","2","4","4","2","4","4","2","3","2","1","1","3","2","2","4","2","2","2","5","2","2","3","3","2","2","3","4","4","3","2","2","2","3","4","3","64","37","10","9","30","43","38","14","4","3","26","60","9","89","2","53","51","27","29","23","61","33","46","50","58","25","28","67","62","42","20000","3","","","53","2000","10000","46","2","5","145000","46","orange","1","2","2","5","1","5","2"
"2021-06-24 15:22:29","2021-06-24 15:42:29","0","","100","1199","1","2021-06-24 15:42:30","R_2PnI2mFHfCDqEQJ","","","","","","","anonymous","EN","6992","1","3","38","8","13","3","25","15","20","3","4","4","3","5","1","2","1","4","2","1","1","2","2","3","4","5","2","1","3","2","1","1","1","4","4","3","2","1","1","3","1","1","4","4","3","2","4","5","5","5","4","4","5","5","2","2","4","5","4","3","1","5","4","2","3","5","2","2","4","3","5","1","2","5","4","4","4","3","2","5","4","5","5","4","5","4","5","1","1","5","1","1","4","2","5","1","3","2","4","5","1","5","1","75","15","3","20","15","60","5","10","5","3","10","90","65","35","0.25","75","90","70","50","95","90","99","25","50","85","90","70","80","40","30","75000","3","","","7","10000","7000","62","2","1","49000","25","Santa Clara ","1","2","2","6","1","6","2"
"2021-06-24 15:19:13","2021-06-24 15:42:48","0","","100","1414","1","2021-06-24 15:42:49","R_3ps5WFLhP2I8rBn","","","","","","","anonymous","EN","6731","1","12","52","15","27","2","10","5","12","4","2","4","3","3","2","2","1","1","1","1","3","4","3","2","2","3","4","2","3","3","2","1","1","3","2","3","3","2","1","2","1","2","1","1","3","3","2","2","3","2","2","2","3","3","2","3","4","2","2","3","3","2","4","2","2","4","3","5","2","4","4","2","3","4","1","1","2","1","1","3","2","2","3","1","1","1","5","1","2","1","2","2","1","4","3","3","2","2","2","4","4","1","4","60","40","15","20","25","29","37","25","2","5","20","80","20","80","0.5","60","50","20","40","25","55","70","17","15","21","27","30","20","15","15","250","1","4","","70","1200","2500","31","1","5","40000","31","Los Angeles","2","2","1","3","1","6","2"
"2021-06-24 15:35:27","2021-06-24 15:42:56","0","","100","448","1","2021-06-24 15:42:56","R_eKzVud5QhdXKP3b","","","","","","","anonymous","EN","7148","1","84","84","73","77","74","85","75","85","2","2","2","2","3","2","2","1","2","1","2","3","2","3","2","2","3","2","2","2","2","3","2","2","3","2","2","2","2","3","2","3","2","2","2","3","2","2","2","3","2","3","2","2","2","3","2","4","4","1","2","3","2","2","3","2","2","3","3","2","2","2","3","2","3","2","2","2","3","2","2","3","2","2","3","2","2","5","3","2","3","2","3","2","1","3","2","2","2","3","2","1","1","5","89","80","83","81","71","82","70","78","74","83","82","78","85","78","0.50","89","84","71","85","81","82","73","83","77","88","83","85","81","77","82","4","2","","9","82","4","4","35","1","1","80000","4","USA","1","1","1","1","","6","1"
"2021-06-24 15:39:29","2021-06-24 15:42:58","0","","100","208","1","2021-06-24 15:42:59","R_1jDtsM71qi9ZT33","","","","","","","anonymous","EN","8109","1","49","38","33","21","26","26","9","29","3","5","5","3","2","3","1","1","1","2","3","1","1","1","3","4","2","1","1","1","3","1","3","2","1","1","3","2","3","1","1","5","4","5","5","5","5","4","5","4","5","3","5","4","5","4","5","4","5","4","5","4","5","4","5","4","5","4","1","3","2","3","1","1","5","5","1","3","2","3","1","1","1","3","2","2","5","5","1","1","1","3","2","2","3","2","3","2","1","1","1","3","2","4","42","29","39","51","45","38","33","37","29","9","29","11","33","29","2","37","35","20","26","17","55","46","38","43","21","14","38","17","15","16","450","2","","5","12","450","4500","28","1","1","65000","28","San Francisco","2","2","1","1","1","6","2"
"2021-06-24 15:30:34","2021-06-24 15:43:15","0","","100","760","1","2021-06-24 15:43:15","R_1mVQHQSV2Ullrl9","","","","","","","anonymous","EN","9065","1","70","53","76","66","40","77","50","60","2","1","1","1","1","2","2","1","2","2","1","1","2","2","2","1","1","2","1","2","1","1","2","2","1","2","3","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","4","2","2","2","2","2","1","1","1","1","1","1","1","2","2","1","2","1","2","2","1","1","2","2","2","2","2","1","1","2","5","1","1","2","2","2","1","1","1","2","1","2","1","2","2","2","3","75","66","60","58","72","53","81","70","35","44","62","50","55","64","50","53","53","51","56","55","56","50","46","33","50","54","46","65","45","67","44400","3","","","56","53100","1000000","31","1","3","50000","31","USA","1","2","1","1","1","4","1"
"2021-06-24 15:15:46","2021-06-24 15:43:57","0","","100","1690","1","2021-06-24 15:43:57","R_3KpdXb4E6S3lrlL","","","","","","","anonymous","EN","8401","1","13","60","15","20","3","10","7","10","5","5","5","2","5","4","5","1","1","1","4","2","4","5","5","5","5","5","4","5","4","4","1","1","2","3","4","4","4","4","3","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","4","1","1","5","5","1","1","1","1","2","5","5","1","5","5","1","5","5","1","1","1","1","1","1","3","1","1","1","1","1","4","4","1","1","5","5","1","5","1","5","1","1","5","4","2","2","4","55","45","25","20","50","40","25","15","5","10","40","60","70","30","0.5","35","50","20","25","15","20","75","5","3","40","15","60","10","7","20","5000","1","10","","10","2500","10000","32","1","1","74000","2","Los Angeles","2","2","1","2","1","6","2"
"2021-06-24 15:18:45","2021-06-24 15:43:58","0","","100","1512","1","2021-06-24 15:43:58","R_1CruT6nJdouwNNi","","","","","","","anonymous","EN","1648","1","6","61","12","16","4","7","3","8","4","2","3","3","4","2","3","1","1","1","3","4","3","4","4","3","4","3","3","3","4","2","1","2","2","2","2","4","2","3","2","1","1","2","1","2","2","1","3","4","4","4","3","4","2","3","2","4","4","2","2","2","2","2","2","2","2","2","4","1","5","5","1","5","5","1","3","3","2","1","4","2","4","5","3","4","3","5","4","1","2","4","5","3","4","4","5","3","2","2","5","2","2","3","77","33","7","8","15","45","50","7","1","2","10","90","15","90","2","70","60","40","70","50","80","80","50","75","95","80","75","50","30","15","1000","1","5","","15","900","1200","37","1","1","50000","6","San Diego","1","2","3","4","1","6","2"
"2021-06-24 15:28:00","2021-06-24 15:43:59","0","","100","958","1","2021-06-24 15:44:00","R_1cYYHS6D9awN1SP","","","","","","","anonymous","EN","2162","1","14","47","12","38","2","8","2","8","3","2","3","4","4","1","3","1","2","1","2","2","4","2","3","3","4","4","3","3","1","1","2","1","3","4","4","4","4","4","3","1","1","1","1","2","2","1","1","2","2","2","2","1","1","2","1","4","1","2","4","5","2","2","2","2","3","4","5","2","5","5","2","4","5","1","2","1","1","1","2","1","1","2","2","1","1","5","4","2","1","3","2","1","5","1","2","2","2","2","2","2","1","5","60","40","25","26","34","15","41","38","17","11","27","73","25","75","6.5","75","65","30","50","34","50","80","35","30","42","68","65","40","25","20","100","1","4","","26","1200","2500","32","1","1","82000","32","Ventura","3","2","1","2","1","6","2"
"2021-06-24 15:35:34","2021-06-24 15:44:03","0","","100","508","1","2021-06-24 15:44:03","R_1MSU6JhsNW9GYj6","","","","","","","anonymous","EN","3660","1","63","91","79","67","54","3","7","20","1","2","3","2","1","1","2","1","2","1","1","2","3","2","1","1","2","3","2","1","1","2","3","2","1","1","2","3","2","1","2","1","2","3","2","1","2","3","2","1","1","2","3","2","1","2","3","4","1","1","2","3","2","1","2","3","2","1","1","2","3","2","1","2","3","2","1","2","3","2","1","2","1","2","3","2","1","5","1","2","3","2","1","2","1","2","3","2","1","2","3","1","2","3","84","71","61","35","22","60","47","35","23","8","45","28","57","42","2","44","41","28","18","9","52","39","33","27","20","11","48","39","30","36","3","2","","3","71","13","12","32","1","2","50000","3","","4","","1","6","","6","2"
"2021-06-24 15:31:29","2021-06-24 15:44:24","0","","100","774","1","2021-06-24 15:44:24","R_2pPhdaVCGspSRGO","","","","","","","anonymous","EN","5192","1","50","71","27","27","27","50","50","50","3","2","3","4","5","2","3","1","4","5","3","2","3","4","5","2","3","2","3","4","3","2","2","3","4","2","1","2","3","3","2","4","3","2","3","3","3","2","3","4","3","5","4","3","3","3","3","4","3","3","3","3","2","3","4","2","3","2","3","2","3","4","3","4","4","5","3","4","3","3","3","4","3","2","3","4","5","5","2","3","2","3","4","5","4","3","2","3","4","5","4","2","4","3","50","50","50","49","35","70","25","27","22","32","50","50","56","35","0.8","60","38","62","43","80","50","23","43","30","23","45","42","45","44","49","4","1","5","","50","500","500","29","1","1","50000","25","Sacramento","2","2","2","2","1","6","2"
"2021-06-24 15:17:28","2021-06-24 15:45:17","0","","100","1669","1","2021-06-24 15:45:17","R_5vxPijSpPhY6IW5","","","","","","","anonymous","EN","6252","1","64","79","34","26","57","66","49","70","2","2","3","4","2","2","3","1","2","4","1","2","2","1","2","2","3","2","2","4","2","4","4","2","2","3","2","2","1","2","3","4","4","3","3","2","2","2","1","2","3","2","3","1","2","2","2","4","2","2","2","3","4","2","2","4","3","3","2","2","3","2","4","4","3","2","2","2","3","4","3","2","2","2","3","3","4","5","2","2","3","4","2","3","2","3","2","2","3","4","2","2","2","4","75","50","71","53","70","56","34","43","62","48","59","45","61","49","0.10","61","61","45","66","57","65","48","64","53","36","47","67","56","48","56","15","1","3","","64","300","4000","52","1","1","48000","52","america","2","2","1","2","1","5","2"
"2021-06-24 15:23:37","2021-06-24 15:45:48","0","","100","1331","1","2021-06-24 15:45:48","R_3kjndocz3NQqbCq","","","","","","","anonymous","EN","5881","1","18","56","38","30","6","17","7","20","4","4","5","1","3","2","2","1","1","2","1","3","5","3","2","2","5","4","4","2","2","1","1","1","3","2","4","4","2","4","3","4","3","1","1","2","1","1","1","1","1","1","1","1","3","2","2","4","1","4","4","5","2","2","4","3","1","5","5","1","4","5","1","5","5","1","1","3","2","2","1","1","3","1","3","2","3","5","4","3","1","5","5","1","5","1","5","1","3","2","5","4","1","5","67","45","19","10","38","27","68","33","2","2","18","90","15","83","1","67","15","4","37","9","26","71","2","6","71","31","20","7","5","50","1000000","3","","","81","1500","4000","43","2","1","45000","9","Riverside","1","2","1","2","1","6","2"
"2021-06-24 15:28:54","2021-06-24 15:45:56","0","","100","1022","1","2021-06-24 15:45:57","R_2q2iLKv2Ua2IGPJ","","","","","","","anonymous","EN","7510","1","15","41","30","9","12","21","16","16","4","5","2","2","1","4","4","1","2","2","2","4","3","4","2","2","5","4","3","2","2","1","1","1","3","3","2","2","1","3","3","2","2","2","2","2","2","2","2","4","4","2","2","2","2","2","2","4","2","2","3","3","2","2","2","2","2","2","1","2","2","4","4","5","4","1","2","2","2","2","2","2","2","2","2","2","2","5","2","2","2","2","2","2","4","2","2","2","2","3","4","2","2","4","70","18","8","19","56","23","24","34","16","8","5","34","12","15","2","20","61","36","43","35","31","39","28","25","20","36","39","40","30","35","200","2","","7","4","3000","5000","31","1","3","50000","31","hayward","2","2","1","2","1","5","2"
"2021-06-24 15:35:17","2021-06-24 15:45:57","0","","100","640","1","2021-06-24 15:45:58","R_r2uLudKtprFHeDL","","","","","","","anonymous","EN","7176","1","5","40","19","12","7","30","10","7","4","1","2","5","2","2","3","1","1","2","2","2","4","2","1","1","2","3","3","2","3","1","1","2","3","3","3","4","4","4","3","2","2","1","1","2","2","1","2","2","2","2","1","2","3","2","2","4","1","1","2","4","1","2","3","2","2","4","4","2","4","4","1","5","4","1","1","2","2","1","2","1","3","1","1","1","2","5","3","2","1","4","4","1","5","2","5","2","2","2","3","4","2","4","60","40","5","6","14","30","39","26","15","8","9","90","15","85","3","60","15","5","8","3","20","91","70","43","83","92","71","44","30","12","500","1","20","","25","2000","700","30","1","1","70000","30","San Bernardino","2","2","1","2","1","6","2"
"2021-06-24 15:27:28","2021-06-24 15:46:20","0","","100","1131","1","2021-06-24 15:46:20","R_2YP9iFjnmPg10Gs","","","","","","","anonymous","EN","6220","1","66","59","16","29","77","70","0","33","2","1","1","2","2","3","1","1","3","2","1","3","2","2","2","2","1","1","3","3","1","2","1","1","3","3","2","3","1","1","1","3","2","4","4","1","2","2","1","2","1","3","3","2","2","4","2","4","2","1","1","3","1","2","2","1","3","3","2","2","1","1","3","1","2","3","3","1","4","2","2","1","1","3","1","1","2","5","2","1","1","3","3","2","3","1","2","1","1","4","3","2","2","4","21","17","7","5","9","7","6","13","2","6","5","4","6","13","0.9","7","7","16","12","24","17","13","21","9","16","16","19","76","0","22","50","2","","1","34","2","1","30","1","1","62000","30","Los Angeles","2","2","2","1","1","5","2"
"2021-06-24 15:34:07","2021-06-24 15:46:20","0","","100","733","1","2021-06-24 15:46:21","R_12PUVvatDjKVMqD","","","","","","","anonymous","EN","2008","1","86","83","89","80","92","82","91","87","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","4","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","5","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","4","88","74","79","86","79","90","82","88","77","89","91","83","85","83","5","84","89","79","88","82","91","78","88","77","90","85","84","92","88","86","1500","2","","3","88","10000","15000","27","1","1","80000","10","REDDING","2","1","1","7","1","6","2"
"2021-06-24 15:34:11","2021-06-24 15:47:13","0","","100","781","1","2021-06-24 15:47:13","R_aXjrVUizqhAEB45","","","","","","","anonymous","EN","6427","1","34","40","31","22","9","40","21","16","4","2","2","2","1","2","1","1","2","2","2","1","3","3","2","3","4","5","4","3","2","1","1","1","3","2","3","4","3","3","4","2","1","1","1","2","1","2","1","2","2","1","2","1","2","1","1","4","1","1","4","3","2","1","2","2","2","3","5","1","4","5","1","5","5","1","1","1","1","1","1","2","1","1","1","1","1","5","2","1","1","3","3","1","5","1","4","1","1","1","2","3","1","4","65","35","19","19","30","30","31","24","16","26","30","70","15","85","4","75","35","15","74","20","66","90","29","35","80","95","81","64","73","25","2000","1","35","","48","900","1200","34","1","2","25000","34","Tulare","3","2","1","2","1","6","2"
"2021-06-24 15:42:51","2021-06-24 15:47:36","0","","100","284","1","2021-06-24 15:47:37","R_265CHQdM2E67gMe","","","","","","","anonymous","EN","6110","1","79","95","93","94","90","21","94","84","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","4","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","5","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","5","86","90","92","89","88","88","92","90","91","94","82","87","93","","1","84","86","88","92","93","87","90","94","93","92","91","89","93","93","88","10","1","3","","79","10","10","35","1","1","50000","10","USA","1","1","1","6","1","6","1"
"2021-06-24 15:21:08","2021-06-24 15:48:01","0","","100","1612","1","2021-06-24 15:48:01","R_1LncyL8QIdRKJSP","","","","","","","anonymous","EN","3428","1","30","50","20","15","5","30","10","20","3","2","3","3","2","3","2","1","2","2","2","3","3","2","4","3","2","3","1","2","4","3","1","2","1","2","2","2","3","4","2","1","1","1","1","2","2","1","1","2","2","1","1","1","1","1","1","4","1","2","3","3","2","1","2","2","2","3","2","3","4","4","1","5","5","1","2","1","2","1","3","2","2","2","1","1","1","5","2","1","1","5","4","2","2","2","5","2","2","3","4","3","2","5","70","30","25","35","15","25","30","20","10","4","45","55","20","80","3","61","70","50","60","50","61","80","35","45","40","90","70","60","40","40","100","1","20","","30","1000","2000","22","1","1","39000","22","San Luis Obispo","1","2","1","2","1","5","2"
"2021-06-24 15:27:19","2021-06-24 15:48:06","0","","100","1246","1","2021-06-24 15:48:06","R_1CvEI3RD9kWaa3j","","","","","","","anonymous","EN","3047","1","61","84","15","6","5","31","13","36","2","3","2","2","3","3","2","1","2","3","1","2","3","2","2","3","3","4","3","2","4","3","2","3","2","1","2","1","2","1","1","1","2","3","3","3","2","4","3","3","2","3","2","2","4","2","2","2","3","2","4","3","4","2","2","4","3","3","3","2","2","1","2","2","1","3","1","2","1","4","1","2","2","1","2","2","3","4","4","3","2","3","2","1","2","1","2","3","4","3","2","2","1","4","55","44","33","48","38","31","18","20","3","5","16","7","43","26","0.7","19","18","22","","12","17","21","5","6","6","58","10","13","6","7","200","2","","3","26","1400","500","29","1","1","45000","29","us","2","2","2","2","1","6","2"
"2021-06-24 15:19:15","2021-06-24 15:48:13","0","","100","1737","1","2021-06-24 15:48:13","R_1hMi3xfooCFAdGz","","","","","","","anonymous","EN","3038","1","10","63","10","25","1","25","10","15","3","2","3","3","2","2","4","1","1","1","1","3","4","3","3","3","4","4","2","3","3","2","2","2","4","4","2","3","2","4","3","2","2","1","1","1","4","1","1","4","1","1","1","1","1","3","2","4","1","2","2","2","1","1","2","3","2","4","3","2","3","5","1","5","5","2","1","1","2","2","1","3","2","1","2","1","1","5","1","3","1","5","4","1","5","2","5","2","1","2","3","3","2","5","75","25","5","10","20","54","24","6","2","3","25","75","15","85","5","10","75","20","45","20","40","80","10","5","30","40","25","30","15","15","10000","1","10","","21","700","1500","29","1","5","20000","10","inyo","1","1","3","2","1","6","2"
"2021-06-24 15:26:53","2021-06-24 15:49:17","0","","100","1344","1","2021-06-24 15:49:18","R_33kfiHeajUhFJgD","","","","","","","anonymous","EN","6604","1","5","60","20","10","5","2","1","10","2","1","2","3","2","2","2","1","2","2","2","2","3","2","3","3","3","2","2","2","2","2","2","2","3","2","2","3","1","3","4","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","4","1","3","2","2","2","2","2","2","2","2","5","2","3","5","5","5","5","1","2","1","2","2","2","1","2","2","1","1","1","5","3","1","2","2","2","1","3","2","3","2","2","2","2","3","2","3","50","50","20","29","20","25","51","15","5","5","30","70","50","50","10","50","20","10","60","30","40","30","30","10","20","10","50","50","50","30","500","3","","","50","500","2000","42","1","5","119000","10","Santa Clara","2","2","1","3","1","5","2"
"2021-06-24 15:23:30","2021-06-24 15:49:19","0","","100","1549","1","2021-06-24 15:49:19","R_1BY30mtg6RkRZnJ","","","","","","","anonymous","EN","1383","1","49","67","14","18","3","42","50","13","2","3","2","2","4","4","3","1","2","3","2","4","3","3","3","4","3","3","4","4","4","","2","2","2","3","2","3","2","4","2","3","2","2","1","1","3","2","1","","3","2","1","4","4","2","3","4","3","2","2","4","4","3","3","2","3","3","4","3","4","4","2","3","3","2","2","2","4","2","2","3","2","2","","1","1","5","3","2","2","3","3","2","3","3","2","2","2","2","2","2","3","3","41","32","61","31","38","45","39","13","18","11","39","31","41","27","3","30","36","12","6","6","31","58","18","9","5","28","32","32","44","10","1800","1","30","","45","12700","1800","48","2","1","49999","48","America","2","2","1","2","1","6","2"
"2021-06-24 15:21:02","2021-06-24 15:49:24","0","","100","1702","1","2021-06-24 15:49:24","R_1IuvVwS9EfWWYSh","","","","","","","anonymous","EN","4621","1","58","91","44","24","46","10","9","34","1","2","1","2","1","1","2","1","2","1","1","2","1","2","1","1","2","1","2","1","1","2","1","2","1","1","2","1","2","1","2","1","2","1","2","1","2","1","2","1","1","2","1","2","1","2","1","4","2","1","2","1","2","1","2","1","2","1","4","5","4","5","4","5","4","5","1","2","1","2","1","2","1","2","1","2","1","5","1","2","1","2","1","2","1","2","1","2","1","2","1","1","2","3","72","30","64","21","45","76","30","40","29","41","34","25","37","33","0.5","59","36","45","39","51","39","81","17","28","19","31","19","26","21","40","50","3","","","58","60","30","63","1","1","30.000","63","USA","2","2","1","3","1","6","2"
"2021-06-24 15:36:16","2021-06-24 15:49:27","0","","100","791","1","2021-06-24 15:49:28","R_yW74z7BS5tHHNrH","","","","","","","anonymous","EN","5610","1","90","42","20","20","10","80","20","91","1","3","1","2","4","2","3","1","2","4","2","1","3","1","2","2","3","2","1","3","4","1","1","3","1","1","2","1","3","2","4","1","3","2","1","3","1","2","4","1","2","1","4","3","2","3","1","4","1","4","1","5","2","3","4","1","2","1","1","2","3","2","3","1","1","2","2","1","4","2","3","1","1","2","1","3","2","1","2","3","2","4","2","1","1","3","1","2","1","4","2","1","2","4","55","45","71","62","44","50","17","13","11","13","69","85","62","45","20","76","71","64","43","77","68","53","91","78","61","88","45","81","50","52","3","2","","3","68","100000","85000","46","1","1","4","46","46","2","1","2","1","1","6","1"
"2021-06-24 15:37:14","2021-06-24 15:49:42","0","","100","747","1","2021-06-24 15:49:42","R_VIQg3k8WhF5UYjT","","","","","","","anonymous","EN","6614","1","66","71","85","91","84","73","84","75","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","4","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","5","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","5","86","85","92","91","82","87","80","89","87","94","91","85","83","91","6","88","89","72","85","83","88","76","89","81","93","84","88","82","89","88","1500","2","","3","87","5000","6000","35","1","1","95000","35","BAKERSFIELD","2","2","1","6","1","6","2"
"2021-06-24 15:33:15","2021-06-24 15:50:30","0","","100","1035","1","2021-06-24 15:50:31","R_2QrNaPu9mrmiPa7","","","","","","","anonymous","EN","8225","1","11","42","19","23","3","20","5","4","4","2","3","2","3","2","4","1","2","2","2","3","3","4","4","2","4","4","4","4","4","3","1","1","2","3","3","4","4","4","3","1","2","1","1","2","2","1","2","2","2","2","2","1","2","2","2","4","2","2","2","3","1","2","2","1","4","4","5","2","5","5","1","5","5","1","1","2","1","2","3","2","2","1","1","2","2","5","1","1","2","4","4","2","4","1","5","2","2","4","4","2","3","4","60","41","13","10","36","60","29","8","5","3","5","95","30","70","10","90","16","15","30","8","30","74","21","25","37","72","30","35","11","7","5","2","","15","60","300","1200","42","1","1","45000","4","San Diego","1","2","3","3","1","6","2"
"2021-06-24 15:33:52","2021-06-24 15:50:35","0","","100","1002","1","2021-06-24 15:50:35","R_2vkqc94Zjh87gSk","","","","","","","anonymous","EN","9516","1","32","95","3","2","0","9","3","19","3","4","3","4","3","2","3","2","3","4","2","3","4","3","3","2","3","4","3","3","2","3","4","3","3","2","3","2","2","3","2","2","3","2","1","2","3","2","3","2","2","3","2","3","2","3","2","4","2","2","3","3","4","3","2","3","3","2","3","2","3","2","3","2","3","2","3","4","3","4","3","4","3","2","3","4","3","2","2","3","4","3","2","3","3","2","3","2","3","2","3","2","3","2","71","20","31","22","70","31","76","14","1","8","21","42","35","38","24","18","23","22","24","33","18","27","79","98","24","39","18","11","13","30","7000","1","2","","24","13000","5000","34","1","5","87000","20","San Francisco","1","2","3","3","1","5","2"
"2021-06-24 15:22:40","2021-06-24 15:51:19","0","","100","1718","1","2021-06-24 15:51:19","R_3Cw2xAhRzMaklVf","","","","","","","anonymous","EN","5741","1","59","89","18","6","58","76","42","73","2","5","5","1","3","1","3","1","4","5","2","3","4","5","4","1","2","3","1","4","2","3","4","3","1","2","1","3","2","3","1","1","2","3","4","5","4","2","4","5","4","2","3","5","4","2","3","4","3","1","2","3","5","4","3","2","3","4","1","3","4","5","2","4","5","2","1","2","3","4","5","4","2","3","5","4","3","5","1","2","3","4","1","3","1","2","3","4","2","5","1","2","3","3","58","63","93","56","51","80","15","16","70","11","62","70","68","55","1","55","50","64","54","79","39","27","17","47","48","65","63","43","25","53","200","1","5","","52","100","200","44","2","1","49000","44","los angeles","1","2","2","7","1","6","2"
"2021-06-24 15:48:21","2021-06-24 15:52:02","0","","100","221","1","2021-06-24 15:52:02","R_3DhILYDZFjJ2GaZ","","","","","","","anonymous","EN","5283","1","96","94","93","93","91","95","91","94","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","4","4","4","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","5","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","5","87","91","91","90","90","89","89","89","90","90","89","90","94","94","1","88","95","94","93","89","95","95","93","94","93","94","94","93","91","86","10","1","3","","81","50","50","35","1","1","50000","10","USA","1","1","1","6","1","6","1"
"2021-06-24 15:31:57","2021-06-24 15:52:31","0","","100","1233","1","2021-06-24 15:52:31","R_3lxyy7H9jmUTVVE","","","","","","","anonymous","EN","1900","1","2","60","15","20","2","1","1","15","1","1","1","4","1","1","1","1","4","2","5","2","2","1","1","1","5","1","1","2","2","1","1","1","5","3","4","4","4","4","3","1","2","1","1","1","2","2","5","5","4","4","2","2","2","2","2","4","5","2","1","1","3","4","4","2","2","3","1","5","2","1","4","2","1","2","2","2","2","2","2","2","2","2","2","2","2","5","1","1","2","1","2","2","2","2","2","2","2","2","2","2","2","4","60","40","15","20","80","35","30","25","5","5","15","85","25","75","3","75","30","5","60","5","65","80","45","45","80","83","15","3","3","40","1500","1","7","","10","500","2500","44","1","1","10000","44","Riverside","2","2","3","4","1","6","2"
"2021-06-24 15:32:33","2021-06-24 15:52:56","0","","100","1223","1","2021-06-24 15:52:56","R_pQTMtgOpr3uapvr","","","","","","","anonymous","EN","3260","1","4","55","13","30","3","5","2","8","2","1","2","5","1","1","1","1","2","1","1","1","2","1","2","1","2","1","1","1","1","1","1","1","5","3","4","4","4","4","4","1","2","2","4","1","4","5","5","5","4","4","1","5","1","2","1","4","2","1","1","2","3","2","4","1","4","1","2","4","4","2","1","2","4","1","4","4","2","2","4","2","4","5","1","3","5","5","1","2","5","1","1","2","1","4","1","2","2","4","5","1","4","2","80","20","1","5","12","38","30","20","3","1","2","98","40","60","1","40","25","5","65","1","50","50","6","30","40","38","10","7","3","6","500","2","","5","8","800","1200","30","1","1","35000","30","Los Angeles","1","2","2","5","1","6","2"
